,date_time,NE,Success Ratio of Message Transfer,Number of Received Error Answer Messages,Number of Initiated Error Answer Messages,Peak Load of CPU Usage of the Main Processor(%),Peak Memory Usage of the Main Processor(%),Peak Load of CPU Usage(%),Mean Ratio of the CPU Usage(%),Mean Load of CPU Usage(%)
12196,17/7/2020 7:00,vDRHXA,100,103388,2040,19,80,49,6,4
12197,17/7/2020 7:15,vDRKPA,100,103091,2136,16,79,24,5,4
12198,17/7/2020 7:15,vDRHXA,100,103894,2132,20,80,50,6,4
12199,17/7/2020 7:30,vDRKPA,100,107982,2676,16,79,24,6,4
12200,17/7/2020 7:30,vDRHXA,100,106680,2684,21,80,51,6,4
12201,17/7/2020 7:45,vDRKPA,100,108170,2515,17,79,25,6,4
12202,17/7/2020 7:45,vDRHXA,100,108858,2524,22,80,52,6,4
12203,17/7/2020 8:00,vDRKPA,100,110022,2866,18,79,26,6,4
12204,17/7/2020 8:00,vDRHXA,100,111221,2890,23,80,53,7,4
12205,17/7/2020 8:15,vDRKPA,100,111643,2826,18,79,26,6,4
12206,17/7/2020 8:15,vDRHXA,100,111288,2832,24,80,54,7,4
12207,17/7/2020 8:30,vDRKPA,100,110762,2866,18,79,26,6,4
12208,17/7/2020 8:30,vDRHXA,100,110749,2848,24,80,54,7,4
12209,17/7/2020 8:45,vDRKPA,100,110404,2972,20,79,27,6,4
12210,17/7/2020 8:45,vDRHXA,100,110005,2976,25,80,55,7,4
12211,17/7/2020 9:00,vDRKPA,100,108571,2781,19,79,27,6,4
12212,17/7/2020 9:00,vDRHXA,100,108020,2815,25,80,56,7,5
12213,17/7/2020 9:15,vDRKPA,100,108779,2798,20,79,27,6,4
12214,17/7/2020 9:15,vDRHXA,100,109487,2808,26,80,56,7,5
12215,17/7/2020 9:30,vDRKPA,100,108160,2744,19,79,27,7,4
12216,17/7/2020 9:30,vDRHXA,100,107992,2721,26,80,56,7,5
12217,17/7/2020 9:45,vDRKPA,100,107160,2395,20,79,28,7,4
12218,17/7/2020 9:45,vDRHXA,100,107599,2384,26,80,57,7,5
12219,17/7/2020 10:00,vDRKPA,100,106186,2487,20,79,28,7,4
12220,17/7/2020 10:00,vDRHXA,100,106896,2440,27,80,57,8,5
12221,17/7/2020 10:15,vDRKPA,100,107584,2446,20,79,28,7,4
12222,17/7/2020 10:15,vDRHXA,100,108615,2468,27,80,58,8,5
12223,17/7/2020 10:30,vDRKPA,100,108748,2741,20,79,28,7,4
12224,17/7/2020 10:30,vDRHXA,100,108634,2718,27,80,57,8,5
12225,17/7/2020 10:45,vDRKPA,100,110688,2691,21,79,28,7,4
12226,17/7/2020 10:45,vDRHXA,100,110348,2708,28,80,58,8,5
12227,17/7/2020 11:15,vDRKPA,100,111444,2364,21,79,30,7,4
12228,17/7/2020 11:15,vDRHXA,100,112037,2350,29,80,59,8,5
12229,17/7/2020 11:30,vDRKPA,100,112223,2385,21,79,28,7,4
12230,17/7/2020 11:30,vDRHXA,100,111777,2391,28,80,58,8,5
12231,17/7/2020 11:45,vDRKPA,100,112036,3065,21,79,29,7,4
12232,17/7/2020 11:45,vDRHXA,100,110925,3069,29,80,59,8,5
12233,17/7/2020 12:00,vDRKPA,100,112019,3302,22,79,30,7,5
12234,17/7/2020 12:00,vDRHXA,100,111779,3281,29,80,59,8,5
12235,17/7/2020 12:15,vDRKPA,100,109418,2622,22,79,30,7,5
12236,17/7/2020 12:15,vDRHXA,100,109824,2632,30,80,59,8,5
12237,17/7/2020 12:30,vDRKPA,100,107846,2709,21,79,29,7,5
12238,17/7/2020 12:30,vDRHXA,100,107603,2708,29,80,59,8,5
12239,17/7/2020 12:45,vDRKPA,100,108851,2864,21,79,30,7,5
12240,17/7/2020 12:45,vDRHXA,100,109333,2869,29,80,59,8,5
12241,17/7/2020 13:00,vDRKPA,100,109863,2798,21,79,29,7,4
12242,17/7/2020 13:00,vDRHXA,100,110929,2838,29,80,59,8,5
12243,17/7/2020 13:15,vDRKPA,100,107275,2255,22,79,30,7,5
12244,17/7/2020 13:15,vDRHXA,100,108658,2256,30,80,60,8,5
12245,17/7/2020 13:30,vDRKPA,100,107614,2979,21,79,29,7,4
12246,17/7/2020 13:30,vDRHXA,100,106785,2978,28,80,58,8,5
12247,17/7/2020 13:45,vDRKPA,100,109292,3025,20,79,28,7,4
12248,17/7/2020 13:45,vDRHXA,100,109922,2983,28,80,58,8,5
12249,17/7/2020 14:00,vDRKPA,100,109347,2862,21,79,29,7,4
12250,17/7/2020 14:00,vDRHXA,100,108620,2917,28,80,59,8,5
12251,17/7/2020 14:15,vDRKPA,100,112633,2807,21,79,29,7,4
12252,17/7/2020 14:15,vDRHXA,100,112259,2807,29,80,59,8,5
12253,17/7/2020 14:30,vDRKPA,100,112849,2864,21,79,29,7,5
12254,17/7/2020 14:30,vDRHXA,100,112974,2886,29,80,59,8,5
12255,17/7/2020 14:45,vDRKPA,100,111847,2802,22,79,31,7,5
12256,17/7/2020 14:45,vDRHXA,100,112839,2760,29,80,59,8,5
12257,17/7/2020 15:00,vDRKPA,100,112158,2859,22,79,29,7,5
12258,17/7/2020 15:00,vDRHXA,100,111115,2265,29,80,60,8,5
12259,17/7/2020 15:15,vDRKPA,100,113998,3239,22,79,30,7,5
12260,17/7/2020 15:15,vDRHXA,100,111286,2321,30,80,60,8,5
12261,17/7/2020 15:30,vDRKPA,100,111877,1931,22,79,30,7,5
12262,17/7/2020 15:30,vDRHXA,100,112529,1919,30,80,60,8,5
12263,17/7/2020 15:45,vDRKPA,100,110365,1809,22,79,32,7,5
12264,17/7/2020 15:45,vDRHXA,100,111413,1778,29,80,60,8,5
12265,17/7/2020 16:00,vDRKPA,100,110369,2324,21,79,30,7,5
12266,17/7/2020 16:00,vDRHXA,100,111085,2349,29,80,59,8,5
12267,17/7/2020 16:15,vDRKPA,100,112252,2474,22,79,30,7,5
12268,17/7/2020 16:15,vDRHXA,100,112041,2426,29,80,59,8,5
12269,17/7/2020 16:30,vDRKPA,100,113283,2588,22,79,29,7,5
12270,17/7/2020 16:30,vDRHXA,100,114241,2550,29,80,59,8,5
12271,17/7/2020 16:45,vDRKPA,100,115184,2741,21,79,30,7,5
12272,17/7/2020 16:45,vDRHXA,100,114393,2721,29,80,59,8,5
12273,17/7/2020 17:00,vDRKPA,100,113275,2655,22,79,30,7,5
12274,17/7/2020 17:00,vDRHXA,100,113252,2683,29,80,59,8,5
12275,17/7/2020 17:15,vDRKPA,100,113010,2223,22,79,30,7,5
12276,17/7/2020 17:15,vDRHXA,100,112796,2205,30,80,60,8,5
12277,17/7/2020 17:30,vDRKPA,100,112020,2333,22,79,30,7,5
12278,17/7/2020 17:30,vDRHXA,100,112498,2304,29,80,60,8,5
12279,17/7/2020 17:45,vDRKPA,100,111244,2093,22,79,30,7,5
12280,17/7/2020 17:45,vDRHXA,100,112619,2111,30,80,60,8,5
12281,17/7/2020 18:00,vDRKPA,100,113076,2553,22,79,32,7,5
12282,17/7/2020 18:00,vDRHXA,100,113670,2491,30,80,60,8,5
12283,17/7/2020 18:15,vDRKPA,100,111965,2561,22,79,30,7,5
12284,17/7/2020 18:15,vDRHXA,100,111811,2556,29,80,60,8,5
12285,17/7/2020 18:30,vDRKPA,100,110954,2794,21,79,30,7,5
12286,17/7/2020 18:30,vDRHXA,100,110869,2775,29,80,59,8,5
12287,17/7/2020 18:45,vDRKPA,100,110095,2835,22,79,30,7,4
12288,17/7/2020 18:45,vDRHXA,100,110363,2826,29,80,59,8,5
12289,17/7/2020 19:00,vDRKPA,100,110950,2855,21,79,29,7,4
12290,17/7/2020 19:00,vDRHXA,100,111660,2866,28,80,59,8,5
12291,17/7/2020 19:15,vDRKPA,100,113822,2710,22,79,29,7,4
12292,17/7/2020 19:15,vDRHXA,100,112689,2081,29,80,59,8,5
12293,17/7/2020 19:30,vDRKPA,100,115420,3442,21,79,30,7,4
12294,17/7/2020 19:30,vDRHXA,100,111890,1875,28,80,58,8,5
12295,17/7/2020 19:45,vDRKPA,100,112415,2678,21,79,29,7,4
12296,17/7/2020 19:45,vDRHXA,100,111330,2318,27,80,58,8,5
12297,17/7/2020 20:00,vDRKPA,100,114997,2918,20,79,28,7,4
12298,17/7/2020 20:00,vDRHXA,100,115400,2887,27,80,57,8,5
12299,17/7/2020 20:15,vDRKPA,100,118082,3226,20,79,29,7,4
12300,17/7/2020 20:15,vDRHXA,100,118051,3240,28,80,58,8,5
12301,17/7/2020 20:30,vDRKPA,100,115939,2819,21,79,29,7,4
12302,17/7/2020 20:30,vDRHXA,100,116268,2787,27,80,57,8,5
12303,17/7/2020 20:45,vDRKPA,100,115415,2398,20,79,28,7,4
12304,17/7/2020 20:45,vDRHXA,100,116641,2390,27,80,57,8,5
12305,17/7/2020 21:00,vDRKPA,100,114407,2084,20,79,28,7,4
12306,17/7/2020 21:00,vDRHXA,100,114449,2097,27,80,57,8,5
12307,17/7/2020 21:15,vDRKPA,100,116789,2561,20,79,28,7,4
12308,17/7/2020 21:15,vDRHXA,100,117540,2526,27,80,57,7,5
12309,17/7/2020 21:30,vDRKPA,100,119118,2637,19,79,28,7,4
12310,17/7/2020 21:30,vDRHXA,100,119026,2583,26,80,57,7,5
12311,17/7/2020 21:45,vDRKPA,100,119463,2476,20,79,27,6,4
12312,17/7/2020 21:45,vDRHXA,100,119124,2492,26,80,56,7,5
12313,17/7/2020 22:00,vDRKPA,100,120768,2678,19,79,27,6,4
12314,17/7/2020 22:00,vDRHXA,100,120776,2692,26,80,56,7,5
12315,17/7/2020 22:15,vDRKPA,100,121769,3167,19,79,27,6,4
12316,17/7/2020 22:15,vDRHXA,100,121907,3158,25,80,55,7,4
12317,17/7/2020 22:30,vDRKPA,100,119972,3135,18,79,26,6,4
12318,17/7/2020 22:30,vDRHXA,100,119745,3127,24,80,54,7,4
12319,17/7/2020 22:45,vDRKPA,100,121290,2908,17,79,26,6,4
12320,17/7/2020 22:45,vDRHXA,100,121581,2882,23,80,53,7,4
12321,17/7/2020 23:00,vDRKPA,100,121239,2592,17,79,26,6,4
12322,17/7/2020 23:00,vDRHXA,100,121425,2612,23,80,53,6,4
12323,17/7/2020 23:15,vDRKPA,100,119480,1986,17,79,25,6,4
12324,17/7/2020 23:15,vDRHXA,100,118834,2005,22,80,52,6,4
12325,17/7/2020 23:30,vDRKPA,100,117490,2363,16,79,24,6,4
12326,17/7/2020 23:30,vDRHXA,100,118627,2334,21,80,51,6,4
12327,17/7/2020 23:45,vDRKPA,100,118001,2280,16,79,24,5,4
12328,17/7/2020 23:45,vDRHXA,100,118303,2291,21,80,50,6,4
12329,18/7/2020 0:00,vDRKPA,100,116345,1734,15,79,24,5,3
12330,18/7/2020 0:00,vDRHXA,100,116678,1725,21,80,49,6,4
12331,18/7/2020 0:15,vDRKPA,100,117090,1916,16,79,23,5,3
12332,18/7/2020 0:15,vDRHXA,100,116843,1959,20,80,49,6,4
12333,18/7/2020 0:30,vDRKPA,100,116230,1873,15,79,23,5,3
12334,18/7/2020 0:30,vDRHXA,100,116904,1875,18,80,48,6,4
12335,18/7/2020 0:45,vDRKPA,100,117473,2383,17,79,26,5,3
12336,18/7/2020 0:45,vDRHXA,100,118536,2392,24,80,52,6,4
12337,18/7/2020 1:00,vDRKPA,100,116723,2400,14,79,23,5,3
12338,18/7/2020 1:00,vDRHXA,100,117263,2434,18,80,48,5,4
12339,18/7/2020 1:15,vDRKPA,100,113410,2159,23,79,31,5,3
12340,18/7/2020 1:15,vDRHXA,100,113722,2166,25,80,57,5,4
12341,18/7/2020 1:30,vDRKPA,100,110114,1787,13,79,22,5,3
12342,18/7/2020 1:30,vDRHXA,100,110930,1764,16,80,45,5,3
12343,18/7/2020 1:45,vDRKPA,100,109785,2124,12,79,21,5,3
12344,18/7/2020 1:45,vDRHXA,100,110465,2132,16,80,44,5,3
12345,18/7/2020 2:00,vDRKPA,100,110408,2298,12,79,21,4,3
12346,18/7/2020 2:00,vDRHXA,100,110256,2289,16,80,43,5,3
12347,18/7/2020 2:15,vDRKPA,100,111112,1753,13,79,21,4,3
12348,18/7/2020 2:15,vDRHXA,100,112815,1765,16,80,44,5,3
12349,18/7/2020 2:30,vDRKPA,100,108753,2061,12,79,20,4,3
12350,18/7/2020 2:30,vDRHXA,100,109657,2063,15,80,43,5,3
12351,18/7/2020 2:45,vDRKPA,100,107847,1829,11,79,20,4,3
12352,18/7/2020 2:45,vDRHXA,100,107839,1815,15,80,43,5,3
12353,18/7/2020 3:00,vDRKPA,100,107482,1987,12,79,20,4,3
12354,18/7/2020 3:00,vDRHXA,100,107127,1987,15,80,44,5,3
12355,18/7/2020 3:15,vDRKPA,100,108292,2443,12,79,20,4,3
12356,18/7/2020 3:15,vDRHXA,100,109445,2434,15,80,42,5,3
12357,18/7/2020 3:30,vDRKPA,100,106978,2266,11,79,20,4,3
12358,18/7/2020 3:30,vDRHXA,100,106656,2286,14,80,42,5,3
12359,18/7/2020 3:45,vDRKPA,100,106522,2215,11,79,20,4,3
12360,18/7/2020 3:45,vDRHXA,100,106806,2187,15,80,41,5,3
12361,18/7/2020 4:00,vDRKPA,100,107463,2415,11,79,20,4,3
12362,18/7/2020 4:00,vDRHXA,100,107353,2387,15,80,43,4,3
12363,18/7/2020 4:15,vDRKPA,100,106214,2420,12,79,21,4,3
12364,18/7/2020 4:15,vDRHXA,100,106509,2443,15,80,43,5,3
12365,18/7/2020 4:30,vDRKPA,100,103464,1923,10,79,19,4,3
12366,18/7/2020 4:30,vDRHXA,100,104418,1874,13,80,40,4,3
12367,18/7/2020 4:45,vDRKPA,100,105245,2117,11,79,19,4,3
12368,18/7/2020 4:45,vDRHXA,100,105141,2105,14,80,41,4,3
12369,18/7/2020 5:00,vDRKPA,100,103461,1712,11,79,19,4,3
12370,18/7/2020 5:00,vDRHXA,100,103869,1687,14,80,41,4,3
12371,18/7/2020 5:15,vDRKPA,100,104213,1621,12,79,20,4,3
12372,18/7/2020 5:15,vDRHXA,100,104788,1631,14,80,41,4,3
12373,18/7/2020 5:30,vDRKPA,100,102909,1281,11,79,19,4,3
12374,18/7/2020 5:30,vDRHXA,100,102585,1286,14,80,41,4,3
12375,18/7/2020 5:45,vDRKPA,100,101886,1282,11,79,20,4,3
12376,18/7/2020 5:45,vDRHXA,100,102603,1236,14,80,41,5,3
12377,18/7/2020 6:00,vDRKPA,100,102013,1369,12,79,21,4,3
12378,18/7/2020 6:00,vDRHXA,100,102174,1362,15,80,44,5,3
12379,18/7/2020 6:15,vDRKPA,100,101891,1242,12,79,21,4,3
12380,18/7/2020 6:15,vDRHXA,100,102364,1244,16,80,44,5,3
12381,18/7/2020 6:30,vDRKPA,100,102991,1412,12,79,21,4,3
12382,18/7/2020 6:30,vDRHXA,100,103398,1412,16,80,45,5,3
12383,18/7/2020 6:45,vDRKPA,100,103783,1489,13,79,22,5,3
12384,18/7/2020 6:45,vDRHXA,100,103837,1519,17,80,45,5,3
12385,18/7/2020 7:00,vDRKPA,100,103735,1609,14,79,23,5,3
12386,18/7/2020 7:00,vDRHXA,100,105021,1594,19,80,48,5,4
12387,18/7/2020 7:15,vDRKPA,100,104616,1740,15,79,23,5,3
12388,18/7/2020 7:15,vDRHXA,100,104186,1730,19,80,48,6,4
12389,18/7/2020 7:30,vDRKPA,100,104915,1735,15,79,24,5,3
12390,18/7/2020 7:30,vDRHXA,100,104803,1748,20,80,50,6,4
12391,18/7/2020 7:45,vDRKPA,100,104868,1814,16,79,24,6,4
12392,18/7/2020 7:45,vDRHXA,100,105169,1869,21,80,50,6,4
12393,18/7/2020 8:00,vDRKPA,100,105919,1505,17,79,25,6,4
12394,18/7/2020 8:00,vDRHXA,100,105523,1510,22,80,53,6,4
12395,18/7/2020 8:15,vDRKPA,100,105850,1557,18,79,26,6,4
12396,18/7/2020 8:15,vDRHXA,100,106384,1575,24,80,53,7,4
12397,18/7/2020 8:30,vDRKPA,100,106030,1597,18,79,26,6,4
12398,18/7/2020 8:30,vDRHXA,100,106598,1593,24,80,54,7,4
12399,18/7/2020 8:45,vDRKPA,100,107044,1698,18,79,26,6,4
12400,18/7/2020 8:45,vDRHXA,100,107020,1648,25,80,54,7,4
12401,18/7/2020 9:00,vDRKPA,100,107374,1608,19,79,27,6,4
12402,18/7/2020 9:00,vDRHXA,100,106750,1654,25,80,55,7,4
12403,18/7/2020 9:15,vDRKPA,100,110285,1580,20,79,27,6,4
12404,18/7/2020 9:15,vDRHXA,100,110961,1556,26,80,56,7,5
12405,18/7/2020 9:30,vDRKPA,100,113196,1761,19,79,27,7,4
12406,18/7/2020 9:30,vDRHXA,100,112845,1757,26,80,56,7,5
12407,18/7/2020 9:45,vDRKPA,100,112810,1845,20,79,28,7,4
12408,18/7/2020 9:45,vDRHXA,100,113356,1892,27,80,57,8,5
12409,18/7/2020 10:00,vDRKPA,100,111429,1895,20,79,28,7,4
12410,18/7/2020 10:00,vDRHXA,100,111377,1885,27,80,57,8,5
12411,18/7/2020 10:15,vDRKPA,100,109837,1812,21,79,29,7,4
12412,18/7/2020 10:15,vDRHXA,100,110487,1807,28,80,58,8,5
12413,18/7/2020 10:30,vDRKPA,100,108047,1551,20,79,28,7,4
12414,18/7/2020 10:30,vDRHXA,100,108403,1555,28,80,58,8,5
12415,18/7/2020 10:45,vDRKPA,100,108069,1130,21,79,29,7,4
12416,18/7/2020 10:45,vDRHXA,100,109176,1081,28,80,58,8,5
12417,18/7/2020 11:00,vDRKPA,100,109811,1023,21,79,29,7,4
12418,18/7/2020 11:00,vDRHXA,100,109756,1023,28,80,59,8,5
12419,18/7/2020 11:15,vDRKPA,100,111852,1075,22,79,30,7,4
12420,18/7/2020 11:15,vDRHXA,100,112299,1068,30,80,59,8,5
12421,18/7/2020 11:30,vDRKPA,100,111313,1039,21,79,29,7,5
12422,18/7/2020 11:30,vDRHXA,100,111291,1050,29,80,59,8,5
12423,18/7/2020 11:45,vDRKPA,100,109338,1115,22,79,30,7,5
12424,18/7/2020 11:45,vDRHXA,100,109963,1147,30,80,59,8,5
12425,18/7/2020 12:00,vDRKPA,100,112325,1089,22,79,30,7,5
12426,18/7/2020 12:00,vDRHXA,100,112159,1114,30,80,60,8,5
12427,18/7/2020 12:15,vDRKPA,100,112758,1694,22,79,30,7,5
12428,18/7/2020 12:15,vDRHXA,100,113465,1665,31,80,60,8,5
12429,18/7/2020 12:30,vDRKPA,100,113766,2026,22,79,30,7,5
12430,18/7/2020 12:30,vDRHXA,100,113530,2036,30,80,60,8,5
12431,18/7/2020 12:45,vDRKPA,100,113860,2285,22,79,29,7,5
12432,18/7/2020 12:45,vDRHXA,100,113763,2297,30,80,60,8,5
12433,18/7/2020 13:00,vDRKPA,100,114322,2374,22,79,29,7,5
12434,18/7/2020 13:00,vDRHXA,100,115290,2395,30,80,60,8,5
12435,18/7/2020 13:15,vDRKPA,100,116206,2164,23,79,31,7,5
12436,18/7/2020 13:15,vDRHXA,100,117335,2155,31,80,60,8,5
12437,18/7/2020 13:30,vDRKPA,100,115334,2203,22,79,30,7,5
12438,18/7/2020 13:30,vDRHXA,100,114287,2242,30,80,60,8,5
12439,18/7/2020 13:45,vDRKPA,100,112759,2282,22,79,30,7,5
12440,18/7/2020 13:45,vDRHXA,100,112654,2275,30,80,60,8,5
12441,18/7/2020 14:00,vDRKPA,100,112063,2018,22,79,30,7,5
12442,18/7/2020 14:00,vDRHXA,100,112077,2013,31,80,60,8,5
12443,18/7/2020 14:15,vDRKPA,100,113623,2047,22,79,30,7,5
12444,18/7/2020 14:15,vDRHXA,100,113442,2029,30,80,60,8,5
12445,18/7/2020 14:30,vDRKPA,100,113704,1903,22,79,30,7,5
12446,18/7/2020 14:30,vDRHXA,100,113904,1891,30,80,60,8,5
12447,18/7/2020 14:45,vDRKPA,100,116034,2560,22,79,30,7,5
12448,18/7/2020 14:45,vDRHXA,100,115922,2541,30,80,60,8,5
12449,18/7/2020 15:00,vDRKPA,100,118579,2597,22,79,30,7,5
12450,18/7/2020 15:00,vDRHXA,100,118628,2629,30,80,60,8,5
12451,18/7/2020 15:15,vDRKPA,100,116260,2186,23,79,31,7,5
12452,18/7/2020 15:15,vDRHXA,100,116539,2223,31,80,60,8,5
12453,18/7/2020 15:30,vDRKPA,100,114467,2053,22,79,30,7,5
12454,18/7/2020 15:30,vDRHXA,100,114638,2111,30,80,60,8,5
12455,18/7/2020 15:45,vDRKPA,100,113383,2225,22,79,31,7,5
12456,18/7/2020 15:45,vDRHXA,100,113445,2247,31,80,60,8,5
12457,18/7/2020 16:00,vDRKPA,100,111461,1928,22,79,31,7,5
12458,18/7/2020 16:00,vDRHXA,100,110747,1955,30,80,60,8,5
12459,18/7/2020 16:15,vDRKPA,100,111576,1994,22,79,31,7,5
12460,18/7/2020 16:15,vDRHXA,100,112907,2033,31,80,60,8,5
12461,18/7/2020 16:30,vDRKPA,100,114785,2296,22,79,30,7,5
12462,18/7/2020 16:30,vDRHXA,100,115465,2294,30,80,60,8,5
12463,18/7/2020 16:45,vDRKPA,100,116166,2094,22,79,31,7,5
12464,18/7/2020 16:45,vDRHXA,100,116026,2093,30,80,59,8,5
12465,18/7/2020 17:00,vDRKPA,100,118044,2590,22,79,30,7,5
12466,18/7/2020 17:00,vDRHXA,100,118048,2556,30,80,59,8,5
12467,18/7/2020 17:15,vDRKPA,100,118795,2631,22,79,30,7,5
12468,18/7/2020 17:15,vDRHXA,100,119178,2648,31,80,60,8,5
12469,18/7/2020 17:30,vDRKPA,100,117322,2634,22,79,30,7,5
12470,18/7/2020 17:30,vDRHXA,100,117249,2578,30,80,60,8,5
12471,18/7/2020 17:45,vDRKPA,100,116721,2432,22,79,30,7,5
12472,18/7/2020 17:45,vDRHXA,100,115747,2417,30,80,60,8,5
12473,18/7/2020 18:00,vDRKPA,100,117492,2798,22,79,30,7,5
12474,18/7/2020 18:00,vDRHXA,100,116965,2727,30,80,60,8,5
12475,18/7/2020 18:15,vDRKPA,100,114579,2382,22,79,31,7,5
12476,18/7/2020 18:15,vDRHXA,100,115358,2380,31,80,60,8,5
12477,18/7/2020 18:30,vDRKPA,100,115159,2510,22,79,29,7,5
12478,18/7/2020 18:30,vDRHXA,100,116006,2523,30,80,60,8,5
12479,18/7/2020 18:45,vDRKPA,100,111757,2155,22,79,29,7,5
12480,18/7/2020 18:45,vDRHXA,100,111570,2172,30,80,60,8,5
12481,18/7/2020 19:00,vDRKPA,100,113046,2206,22,79,30,7,5
12482,18/7/2020 19:00,vDRHXA,100,113186,2177,30,80,59,8,5
12483,18/7/2020 19:15,vDRKPA,100,111882,1970,22,79,30,7,5
12484,18/7/2020 19:15,vDRHXA,100,112254,1980,30,80,60,8,5
12485,18/7/2020 19:30,vDRKPA,100,113730,1758,21,79,29,7,4
12486,18/7/2020 19:30,vDRHXA,100,114440,1763,29,80,59,8,5
12487,18/7/2020 19:45,vDRKPA,100,112760,2043,21,79,29,7,4
12488,18/7/2020 19:45,vDRHXA,100,112580,2056,29,80,59,8,5
12489,18/7/2020 20:00,vDRKPA,100,116011,2331,21,79,29,7,4
12490,18/7/2020 20:00,vDRHXA,100,115867,2351,29,80,59,8,5
12491,18/7/2020 20:15,vDRKPA,100,116304,2117,21,79,29,7,4
12492,18/7/2020 20:15,vDRHXA,100,117853,2114,29,80,59,8,5
12493,18/7/2020 20:30,vDRKPA,100,115297,1575,21,79,29,7,4
12494,18/7/2020 20:30,vDRHXA,100,116013,1600,28,80,58,8,5
12495,18/7/2020 20:45,vDRKPA,100,113722,1639,21,79,29,7,4
12496,18/7/2020 20:45,vDRHXA,100,113951,1678,28,80,58,8,5
12497,18/7/2020 21:00,vDRKPA,100,113973,1524,24,79,33,7,4
12498,18/7/2020 21:00,vDRHXA,100,113768,1536,32,80,62,8,5
12499,18/7/2020 21:15,vDRKPA,100,121007,2055,21,79,28,7,4
12500,18/7/2020 21:15,vDRHXA,100,120394,2015,27,80,58,8,5
12501,18/7/2020 21:30,vDRKPA,100,117087,2594,20,79,29,7,4
12502,18/7/2020 21:30,vDRHXA,100,117443,2625,27,80,57,8,5
12503,18/7/2020 21:45,vDRKPA,100,116547,2610,20,79,28,7,4
12504,18/7/2020 21:45,vDRHXA,100,117309,2598,27,80,57,8,5
12505,18/7/2020 22:00,vDRKPA,100,119159,2752,19,79,28,7,4
12506,18/7/2020 22:00,vDRHXA,100,120309,2759,26,80,57,7,5
12507,18/7/2020 22:15,vDRKPA,100,120610,2943,19,79,28,6,4
12508,18/7/2020 22:15,vDRHXA,100,120849,2953,26,80,56,7,5
12509,18/7/2020 22:30,vDRKPA,100,121146,2944,19,79,27,6,4
12510,18/7/2020 22:30,vDRHXA,100,120637,2950,25,80,55,7,4
12511,18/7/2020 22:45,vDRKPA,100,118564,2657,19,79,27,6,4
12512,18/7/2020 22:45,vDRHXA,100,119216,2650,25,80,54,7,4
12513,18/7/2020 23:00,vDRKPA,100,120552,2559,18,79,26,6,4
12514,18/7/2020 23:00,vDRHXA,100,121197,2591,24,80,54,7,4
12515,18/7/2020 23:15,vDRKPA,100,120391,2201,18,79,26,6,4
12516,18/7/2020 23:15,vDRHXA,100,120567,2221,25,80,53,7,4
12517,18/7/2020 23:30,vDRKPA,100,118102,2257,17,79,25,6,4
12518,18/7/2020 23:30,vDRHXA,100,118253,2215,22,80,52,6,4
12519,18/7/2020 23:45,vDRKPA,100,117182,1940,16,79,25,6,4
12520,18/7/2020 23:45,vDRHXA,100,118148,1948,22,80,51,6,4
12521,19/7/2020 0:00,vDRKPA,100,118832,1437,16,79,24,6,4
12522,19/7/2020 0:00,vDRHXA,100,118904,1457,22,80,50,6,4
12523,19/7/2020 0:15,vDRKPA,100,117780,982,16,79,24,5,4
12524,19/7/2020 0:15,vDRHXA,100,116907,962,21,80,51,6,4
12525,19/7/2020 0:30,vDRKPA,100,115060,1355,15,79,24,5,3
12526,19/7/2020 0:30,vDRHXA,100,114389,1317,20,80,50,6,4
12527,19/7/2020 0:45,vDRKPA,100,112485,1030,15,79,23,5,3
12528,19/7/2020 0:45,vDRHXA,100,111997,1027,19,80,48,6,4
12529,19/7/2020 1:00,vDRKPA,100,112642,1389,14,79,23,5,3
12530,19/7/2020 1:00,vDRHXA,100,112880,1369,18,80,47,5,4
12531,19/7/2020 1:15,vDRKPA,100,112216,1417,13,79,22,5,3
12532,19/7/2020 1:15,vDRHXA,100,111848,1410,18,80,46,5,4
12533,19/7/2020 1:30,vDRKPA,100,112313,1565,13,79,22,5,3
12534,19/7/2020 1:30,vDRHXA,100,112528,1550,17,80,46,5,3
12535,19/7/2020 1:45,vDRKPA,100,112521,1483,14,79,22,5,3
12536,19/7/2020 1:45,vDRHXA,100,112459,1503,17,80,45,5,3
12537,19/7/2020 2:00,vDRKPA,100,111617,1392,12,79,21,4,3
12538,19/7/2020 2:00,vDRHXA,100,112154,1400,16,80,44,5,3
12539,19/7/2020 2:15,vDRKPA,100,112370,1754,12,79,21,4,3
12540,19/7/2020 2:15,vDRHXA,100,112277,1749,16,80,44,5,3
12541,19/7/2020 2:30,vDRKPA,100,110664,1490,12,79,21,4,3
12542,19/7/2020 2:30,vDRHXA,100,110775,1489,16,80,43,5,3
12543,19/7/2020 2:45,vDRKPA,100,108476,1374,11,79,20,4,3
12544,19/7/2020 2:45,vDRHXA,100,109387,1329,15,80,43,5,3
12545,19/7/2020 3:00,vDRKPA,100,107971,1177,11,79,20,4,3
12546,19/7/2020 3:00,vDRHXA,100,106917,1161,15,80,42,5,3
12547,19/7/2020 3:15,vDRKPA,100,107620,1294,11,79,20,4,3
12548,19/7/2020 3:15,vDRHXA,100,107183,1257,15,80,42,5,3
12549,19/7/2020 3:30,vDRKPA,100,107358,1539,11,79,20,4,3
12550,19/7/2020 3:30,vDRHXA,100,106920,1518,14,80,41,5,3
